city,region,dev_role,dev_role_parent_group,visitors,city_visitors_share,location_quotient
paris,international,graphics programmers,other kinds of developers,NA,0.010841142900769186,0.7170222063920003
paris,international,highly technical designers,other kinds of developers,NA,0.018335782769962908,0.7987353593898242
paris,international,highly technical product managers,other kinds of developers,NA,0.0016732515157877324,1.2211434582439027
paris,international,machine learning specialists,other kinds of developers,NA,0.032249855260562794,1.0101106513155413
paris,international,qa engineers,other kinds of developers,NA,0.018940189211026918,1.1717334135850686
paris,international,systems administrators,other kinds of developers,NA,0.12718620171905917,1.0127890782527362
sf_silicon_valley,international,all developers,-,NA,1,1
sf_silicon_valley,international,mobile developers,all developers,NA,0.08752908241436057,1.7676108090097962
sf_silicon_valley,international,other kinds of developers,all developers,NA,0.36540942364802237,1.0094358428453587
sf_silicon_valley,international,web developers,all developers,NA,0.6509637391945826,1.0123589151214378
sf_silicon_valley,international,android developers,mobile developers,NA,0.04330678873399285,1.7120738154929194
sf_silicon_valley,international,ios developers,mobile developers,NA,0.04400854975693722,1.8034193882838314
sf_silicon_valley,international,back-end web,other kinds of developers,NA,0.2030359203283712,1.3197419926307286
sf_silicon_valley,international,biz intel developers,other kinds of developers,NA,0.0010081903644995932,0.6006902713638321
sf_silicon_valley,international,data scientists,other kinds of developers,NA,0.02165055705827832,0.551134791643254
sf_silicon_valley,international,database administrators,other kinds of developers,NA,0.04288875858285887,0.7850335197355252
sf_silicon_valley,international,desktop developers,other kinds of developers,NA,0.066281423194053,1.7254684486766882
sf_silicon_valley,international,embedded developers,other kinds of developers,NA,0.05568123782321675,0.8659361237220182
sf_silicon_valley,international,front-end web,other kinds of developers,NA,0.06951784667183687,0.7870285614207225
sf_silicon_valley,international,full-stack web,other kinds of developers,NA,0.5872642669340042,1.0216761644607524
sf_silicon_valley,international,graphics programmers,other kinds of developers,NA,0.014716174551232338,1.2781917830156846
sf_silicon_valley,international,highly technical designers,other kinds of developers,NA,0.018922957610607753,0.86969104062982
sf_silicon_valley,international,highly technical product managers,other kinds of developers,NA,0.001715626004880171,0.731918084673784
sf_silicon_valley,international,machine learning specialists,other kinds of developers,NA,0.027253296006960866,0.6444289377812689
sf_silicon_valley,international,qa engineers,other kinds of developers,NA,0.03477594718822706,1.3752823475705724
sf_silicon_valley,international,systems administrators,other kinds of developers,NA,0.11404467815461442,0.9767115617198852
singapore,international,all developers,-,NA,1,1
singapore,international,mobile developers,all developers,NA,0.07426547599360564,1
singapore,international,other kinds of developers,all developers,NA,0.35234413758888705,1
singapore,international,web developers,all developers,NA,0.6326622016426878,1
singapore,international,android developers,mobile developers,NA,0.046434871286037155,1
singapore,international,ios developers,mobile developers,NA,0.028340499421200597,1
singapore,international,back-end web,other kinds of developers,NA,0.15305109971886885,1
singapore,international,biz intel developers,other kinds of developers,NA,0.001577917424618268,1
singapore,international,data scientists,other kinds of developers,NA,0.02940852213218676,1
singapore,international,database administrators,other kinds of developers,NA,0.0722396780772835,1
singapore,international,desktop developers,other kinds of developers,NA,0.0446709111956342,1
singapore,international,embedded developers,other kinds of developers,NA,0.05897552505374566,1
singapore,international,front-end web,other kinds of developers,NA,0.07587095529463646,1
singapore,international,full-stack web,other kinds of developers,NA,0.5713094647483601,1
singapore,international,graphics programmers,other kinds of developers,NA,0.011493302464031751,1
singapore,international,highly technical designers,other kinds of developers,NA,0.02038200760707789,1
singapore,international,highly technical product managers,other kinds of developers,NA,0.0019637836943939145,1
singapore,international,machine learning specialists,other kinds of developers,NA,0.03255746651232016,1
singapore,international,qa engineers,other kinds of developers,NA,0.0204784741745218,1
singapore,international,systems administrators,other kinds of developers,NA,0.09752769968579461,1
stockholm,international,all developers,-,NA,1,1
stockholm,international,mobile developers,all developers,NA,0.050329040475516555,1.0137846741158822
stockholm,international,other kinds of developers,all developers,NA,0.32014223039909423,0.9003850615547635
stockholm,international,web developers,all developers,NA,0.680282337956411,1.0190534472835036
stockholm,international,android developers,mobile developers,NA,0.02336894990093405,0.8367519975778843
stockholm,international,ios developers,mobile developers,NA,0.027136994056043022,1.254136824434207
stockholm,international,back-end web,other kinds of developers,NA,0.15217237475233514,1.067567585078951
stockholm,international,biz intel developers,other kinds of developers,NA,0.0013090857628078121,1.217126165177762
stockholm,international,data scientists,other kinds of developers,NA,0.03347013869232947,0.9255094524687983
stockholm,international,database administrators,other kinds of developers,NA,0.044650438720634025,0.864164309029359
stockholm,international,desktop developers,other kinds of developers,NA,0.044986555335409004,1.1622065191677877
stockholm,international,embedded developers,other kinds of developers,NA,0.0460833569204642,0.6935174353832084
stockholm,international,front-end web,other kinds of developers,NA,0.10299320690631192,1.0127726541988709
stockholm,international,full-stack web,other kinds of developers,NA,0.6143857911123691,1.0276876750920532
stockholm,international,graphics programmers,other kinds of developers,NA,0.012683979620718936,0.6795558081290064
stockholm,international,highly technical designers,other kinds of developers,NA,0.02022006793093688,0.8433317445308292
stockholm,international,highly technical product managers,other kinds of developers,NA,0.0021759128219643363,0.9975204110354843
stockholm,international,machine learning specialists,other kinds of developers,NA,0.033859326351542596,0.9454332839336754
stockholm,international,qa engineers,other kinds of developers,NA,0.024377299745258988,1.2490234051521303
stockholm,international,systems administrators,other kinds of developers,NA,0.10798188508349844,0.9253609182776853
sydney,international,all developers,-,NA,1,1
sydney,international,mobile developers,all developers,NA,0.04856169882887123,0.9991057415573411
sydney,international,other kinds of developers,all developers,NA,0.35958913591184694,0.9816743429087031
sydney,international,web developers,all developers,NA,0.6444253716880313,1.0037120299406181
sydney,international,android developers,mobile developers,NA,0.023145712782745922,0.9844775679524064
sydney,international,ios developers,mobile developers,NA,0.02530524100888729,1.006861191909569
sydney,international,back-end web,other kinds of developers,NA,0.13916959679577692,1.0310717408100585
sydney,international,biz intel developers,other kinds of developers,NA,0.002122613213728693,1.0441294321244803
sydney,international,data scientists,other kinds of developers,NA,0.030602545290105854,0.8424027975919767
sydney,international,database administrators,other kinds of developers,NA,0.06470278800631246,0.9447712067563996
sydney,international,desktop developers,other kinds of developers,NA,0.03972978210913924,0.9812012917486989
sydney,international,embedded developers,other kinds of developers,NA,0.032586727207287024,0.9112546940276621
sydney,international,front-end web,other kinds of developers,NA,0.10697970597192613,0.9657926543282457
sydney,international,full-stack web,other kinds of developers,NA,0.5736777503991436,1.0130794656103494
sydney,international,graphics programmers,other kinds of developers,NA,0.011702058934817317,0.8582326470361782
sydney,international,highly technical designers,other kinds of developers,NA,0.020644720691787334,0.9090575554893492
sydney,international,highly technical product managers,other kinds of developers,NA,0.002953200993013834,1.0644640678382133
sydney,international,machine learning specialists,other kinds of developers,NA,0.0322729496017793,0.8691459008063698
sydney,international,qa engineers,other kinds of developers,NA,0.029707356239098537,1.180217266799999
sydney,international,systems administrators,other kinds of developers,NA,0.13463827902212133,1.0164531947808495
tel_aviv,international,all developers,-,NA,1,1
tel_aviv,international,mobile developers,all developers,NA,0.07772484287279965,1.0539532586816505
tel_aviv,international,other kinds of developers,all developers,NA,0.319756648549509,0.9673661294470888
tel_aviv,international,web developers,all developers,NA,0.6624281464582075,1.0152380114756137
tel_aviv,international,android developers,mobile developers,NA,0.053769934465096515,1.0257857581736312
tel_aviv,international,ios developers,mobile developers,NA,0.02377597351763627,1.1139556583060346
tel_aviv,international,back-end web,other kinds of developers,NA,0.17481938759533874,1.053887773007995
tel_aviv,international,biz intel developers,other kinds of developers,NA,6.262721152340692e-4,1.056715710543799
tel_aviv,international,data scientists,other kinds of developers,NA,0.018228991925563084,0.8707307424704408
tel_aviv,international,database administrators,other kinds of developers,NA,0.040517569169518444,0.978731709049186
tel_aviv,international,desktop developers,other kinds of developers,NA,0.04168064595495314,1.047983716186348
tel_aviv,international,embedded developers,other kinds of developers,NA,0.08339484220179383,0.954073977657887
tel_aviv,international,front-end web,other kinds of developers,NA,0.08424478292961149,1.0210529840200175
tel_aviv,international,full-stack web,other kinds of developers,NA,0.6012771477778523,1.0147608394881382
tel_aviv,international,graphics programmers,other kinds of developers,NA,0.007906685454830123,0.9474440043911171
tel_aviv,international,highly technical designers,other kinds of developers,NA,0.01740141805900378,0.9571623172974763
tel_aviv,international,highly technical product managers,other kinds of developers,NA,0.0014091122592766556,1.0535518910511525
tel_aviv,international,machine learning specialists,other kinds of developers,NA,0.019336151557851886,0.8821085932279665
tel_aviv,international,qa engineers,other kinds of developers,NA,0.02493905030307097,1.0473981701620398
tel_aviv,international,systems administrators,other kinds of developers,NA,0.09496969290299492,1.0021983456356363
